data_point_ID,EXCLUSION,Citation,Title,Lit_Source,Continent,island,experimental_mechanism,Latitude,Longitude,Site,Herbivores_Manipulated,Herbivore_nativeness,treatment_duration_days,impact_mechanism,Fig_Num,High_value_equals_high_response,Response_Dimension,Response_Living,Response_Highest_Level,Strata_or_soil_depth,Species_Class,Species,Response,Units,age_class,woody_height_class,Plot_Covariate,time_series_clean,Mean_High_Megafauna,Mean_Low_Megafauna,SD_High_Megafauna,SD_Low_Megafauna,N_High_Megafauna,N_Low_Megafauna,analysis_group_category,analysis_group,Invasive,Africa_Comparison,experiment_id,site_id,species_response_tag,yi,vi
Hatton and Smart 1984 African Journal of Ecology_9,,Hatton and Smart 1984 African Journal of Ecology,"THE EFFECT OF LONG-TERM EXCLUSION OF LARGE HERBIVORES ON SOIL NUTRIENT STATUS IN MURCHISON-FALLS-NATIONAL-PARK, UGANDA",Web of Science Feb 2021,Africa,no,inside vs outside exclosure,1.924164,31.660271,"Murchison Falls National Park, Uganda",Ourebia ourebi; Potamochoerus larvatus; Sylvicapra grimmia; Colobus guereza; Ceratotherium simum; Alcelaphus buselaphus; Damaliscus lunatus; Hippopotamus amphibius; Loxodonta africana; Papio anubis; Redunca redunca; Tragelaphus scriptus; Tragelaphus spekii; Hystrix cristata; Pan troglodytes; Phacochoerus africanus; Kobus kob; Hylochoerus meinertzhageni; Kobus ellipsiprymnus; Syncerus caffer; Cephalophus weynsi,Native,8760,cumulative,Table 1,,Belowground,Abiotic,SOIL_NUTRIENTS,0-10 cm,Nutrients,Soil,Extractable inorganic phosphorous,mg / 100 g,"","",Main_Plot,1,0.43,2.933333333,0.121243556529821,1.04403065031225,3,3,Soil,Soil_Labile_P,Native,Intact_Africa,experiment_2978,28,Nutrients Soil Extractable inorganic phosphorous,-2.68751913306648,2.75827340746509
Hendricks-Franco et al. 2021 Journal of Plant Ecology_1,,Hendricks-Franco et al. 2021 Journal of Plant Ecology,Mammalian herbivory in post-fire chaparral impacts herbaceous composition but not N and C cycling,Web_of_Science_Jan2023_Jonas,North_America,no,inside vs outside exclosure,39.00006,-123.06664,Hopland Research and Extension Center,Odocoileus hemionus; Neotoma fuscipes; Peromyscus spp.; Dipodomys heermanni; Neotamias townsendii; Thomomys bottae; Lepus californicus; Sylvilagus bachmani,Native,547,cumulative,Table 2,,Belowground,Abiotic,SOIL_NUTRIENTS,0-10 cm,nutrients,Soil,C (mg/g),mg/g,"","",2017,1,26.8,28.5,4.1641325627314,3.67423461417477,6,6,Soil,Soil_Total_C,Native,,experiment_2979,39,nutrients Soil C (mg/g),-0.399474186765488,0.408102684558018
Hendricks-Franco et al. 2021 Journal of Plant Ecology_2,,Hendricks-Franco et al. 2021 Journal of Plant Ecology,Mammalian herbivory in post-fire chaparral impacts herbaceous composition but not N and C cycling,Web_of_Science_Jan2023_Jonas,North_America,no,inside vs outside exclosure,39.00006,-123.06664,Hopland Research and Extension Center,Odocoileus hemionus; Neotoma fuscipes; Peromyscus spp.; Dipodomys heermanni; Neotamias townsendii; Thomomys bottae; Lepus californicus; Sylvilagus bachmani,Native,547,cumulative,Table 2,,Belowground,Abiotic,SOIL_NUTRIENTS,0-10 cm,nutrients,Soil,C (mg/g),mg/g,"","",2018,2,26.8,24.4,2.6944387170615,3.91918358845309,6,6,Soil,Soil_Total_C,Native,,experiment_2984,39,nutrients Soil C (mg/g),0.658509320064802,0.424461943220478
Hendricks-Franco et al. 2021 Journal of Plant Ecology_3,,Hendricks-Franco et al. 2021 Journal of Plant Ecology,Mammalian herbivory in post-fire chaparral impacts herbaceous composition but not N and C cycling,Web_of_Science_Jan2023_Jonas,North_America,no,inside vs outside exclosure,39.00006,-123.06664,Hopland Research and Extension Center,Odocoileus hemionus; Neotoma fuscipes; Peromyscus spp.; Dipodomys heermanni; Neotamias townsendii; Thomomys bottae; Lepus californicus; Sylvilagus bachmani,Native,547,cumulative,Table 2,,Belowground,Abiotic,SOIL_NUTRIENTS,0-10 cm,nutrients,Soil,N (mg/g),mg/g,"","",2017,1,1.6,1.7,0.244948974278318,0.244948974278318,6,6,Soil,Soil_Total_N,Native,,experiment_2985,39,nutrients Soil N (mg/g),-0.37670931702071,0.407095495476511
Hendricks-Franco et al. 2021 Journal of Plant Ecology_4,,Hendricks-Franco et al. 2021 Journal of Plant Ecology,Mammalian herbivory in post-fire chaparral impacts herbaceous composition but not N and C cycling,Web_of_Science_Jan2023_Jonas,North_America,no,inside vs outside exclosure,39.00006,-123.06664,Hopland Research and Extension Center,Odocoileus hemionus; Neotoma fuscipes; Peromyscus spp.; Dipodomys heermanni; Neotamias townsendii; Thomomys bottae; Lepus californicus; Sylvilagus bachmani,Native,547,cumulative,Table 2,,Belowground,Abiotic,SOIL_NUTRIENTS,0-10 cm,nutrients,Soil,N (mg/g),mg/g,"","",2018,2,1.6,1.5,0.244948974278318,0.244948974278318,6,6,Soil,Soil_Total_N,Native,,experiment_2986,39,nutrients Soil N (mg/g),0.376709317020711,0.407095495476511
Holt et al. 2010 IBIS_1,,Holt et al. 2010 IBIS,Experimental evidence that deer browsing reduces habitat suitability for breeding Common Nightingales Luscinia megarhynchos,Daskin and Pringle,Europe,no,inside vs outside exclosure,52.185931,0.829639,"Bradfield Woods, Suffolk",Capreolus capreolus; Dama dama; Muntiacus reevesi,Introduced,547.5,cumulative,Figure 3,,Aboveground,Living,ABUNDANCE,"",Birds,Common Nightingale,Density number of territories / ha,count,"","",Main_Plot,1,0.041,0.838,0.0678822509939086,0.540229580826522,8,8,Vertebrates,Vertebrate_Abundance,Invasive,Introduced,experiment_3017,82,Birds Common Nightingale Density number of territories / ha,-1.95684856158649,0.550861828360446
Holt et al. 2010 IBIS_1,,Holt et al. 2010 IBIS,Experimental evidence that deer browsing reduces habitat suitability for breeding Common Nightingales Luscinia megarhynchos,Daskin and Pringle,Europe,no,inside vs outside exclosure,52.185931,0.829639,"Bradfield Woods, Suffolk",Capreolus capreolus; Dama dama; Muntiacus reevesi,Introduced,547.5,cumulative,Figure 3,,Aboveground,Living,ABUNDANCE,"",Birds,Common Nightingale,Density number of territories / ha,count,"","",Main_Plot,1,0.041,0.838,0.0678822509939086,0.540229580826522,8,8,Vertebrates,Bird_Abundance,Invasive,Introduced,experiment_3017,82,Birds Common Nightingale Density number of territories / ha,-1.95684856158649,0.550861828360446
Huffman et al. 2009 Forest Ecology and Management_1,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1095,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Total,total,Abundance,no individuals / plot,"","",Main_Plot,1095,0.52,2.7,1.15377640814848,3.17288512240831,52,52,Invertebrates,Invertebrate_Abundance,Native,,experiment_3091,57,Total total Abundance,-0.906431891069377,0.0456090272255251
Huffman et al. 2009 Forest Ecology and Management_10,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1095,cumulative,Table 2,,Aboveground,Living,DIVERSITY,"",Total,total,Functional group richness,Number of functional groups / plot,"","",Main_Plot,1095,0.31,1.06,0.648999229583518,0.793221280602078,52,52,Invertebrates,Invertebrate_Diversity,Native,,experiment_3092,57,Total total Functional group richness,-1.0272698381701,0.0445914849177172
Huffman et al. 2009 Forest Ecology and Management_11,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1460,cumulative,Table 2,,Aboveground,Living,DIVERSITY,"",Total,total,Functional group richness,Number of functional groups / plot,"","",Main_Plot,1460,0.83,2.9,0.766811580507233,1.6431676725155,30,30,Invertebrates,Invertebrate_Diversity,Native,,experiment_3092,57,Total total Functional group richness,-1.59344899722245,0.0998852749972176
Huffman et al. 2009 Forest Ecology and Management_12,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1825,cumulative,Table 2,,Aboveground,Living,DIVERSITY,"",Total,total,Functional group richness,Number of functional groups / plot,"","",Main_Plot,1825,0.4,2.53,0.602494813255683,1.15021737076085,30,30,Invertebrates,Invertebrate_Diversity,Native,,experiment_3092,57,Total total Functional group richness,-2.28973142459253,0.128816073073602
Huffman et al. 2009 Forest Ecology and Management_13,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1095,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Herbivorous Arthropods,total,Abundance,no individuals / plot,"","",Main_Plot,1095,0.38,2.17,0.937443331620637,2.74021896935263,52,52,Invertebrates,Invertebrate_Abundance,Native,,experiment_3093,57,Herbivorous Arthropods total Abundance,-0.867630490157508,0.0452114351617849
Huffman et al. 2009 Forest Ecology and Management_13,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1095,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Herbivorous Arthropods,total,Abundance,no individuals / plot,"","",Main_Plot,1095,0.38,2.17,0.937443331620637,2.74021896935263,52,52,Invertebrates,Invert_Herbivore_Abundance,Native,,experiment_3093,57,Herbivorous Arthropods total Abundance,-0.867630490157508,0.0452114351617849
Huffman et al. 2009 Forest Ecology and Management_14,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1460,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Herbivorous Arthropods,total,Abundance,no individuals / plot,"","",Main_Plot,1460,1.3,8.18,2.24566248577118,8.32538287407853,30,30,Invertebrates,Invertebrate_Abundance,Native,,experiment_3093,57,Herbivorous Arthropods total Abundance,-1.11369706582454,0.0876463242074292
Huffman et al. 2009 Forest Ecology and Management_14,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1460,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Herbivorous Arthropods,total,Abundance,no individuals / plot,"","",Main_Plot,1460,1.3,8.18,2.24566248577118,8.32538287407853,30,30,Invertebrates,Invert_Herbivore_Abundance,Native,,experiment_3093,57,Herbivorous Arthropods total Abundance,-1.11369706582454,0.0876463242074292
Huffman et al. 2009 Forest Ecology and Management_15,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1825,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Herbivorous Arthropods,total,Abundance,no individuals / plot,"","",Main_Plot,1825,0.33,3.98,0.821583836257749,3.39587985653203,30,30,Invertebrates,Invertebrate_Abundance,Native,,experiment_3093,57,Herbivorous Arthropods total Abundance,-1.45821687042117,0.101797189871326
Huffman et al. 2009 Forest Ecology and Management_15,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1825,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Herbivorous Arthropods,total,Abundance,no individuals / plot,"","",Main_Plot,1825,0.33,3.98,0.821583836257749,3.39587985653203,30,30,Invertebrates,Invert_Herbivore_Abundance,Native,,experiment_3093,57,Herbivorous Arthropods total Abundance,-1.45821687042117,0.101797189871326
Huffman et al. 2009 Forest Ecology and Management_16,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1095,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Predatory Arthropods,total,Abundance,no individuals / plot,"","",Main_Plot,1095,0.06,0.13,0.216333076527839,0.360555127546399,52,52,Invertebrates,Invertebrate_Abundance,Native,,experiment_3094,57,Predatory Arthropods total Abundance,-0.233699368979077,0.0395426968324956
Huffman et al. 2009 Forest Ecology and Management_16,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1095,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Predatory Arthropods,total,Abundance,no individuals / plot,"","",Main_Plot,1095,0.06,0.13,0.216333076527839,0.360555127546399,52,52,Invertebrates,Invert_Predator_Abundance,Native,,experiment_3094,57,Predatory Arthropods total Abundance,-0.233699368979077,0.0395426968324956
Huffman et al. 2009 Forest Ecology and Management_17,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1460,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Predatory Arthropods,total,Abundance,no individuals / plot,"","",Main_Plot,1460,0.12,2.8,0.3286335345031,3.45065211228255,30,30,Invertebrates,Invertebrate_Abundance,Native,,experiment_3094,57,Predatory Arthropods total Abundance,-1.07921166938406,0.0886887525802754
Huffman et al. 2009 Forest Ecology and Management_17,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1460,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Predatory Arthropods,total,Abundance,no individuals / plot,"","",Main_Plot,1460,0.12,2.8,0.3286335345031,3.45065211228255,30,30,Invertebrates,Invert_Predator_Abundance,Native,,experiment_3094,57,Predatory Arthropods total Abundance,-1.07921166938406,0.0886887525802754
Huffman et al. 2009 Forest Ecology and Management_18,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1825,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Predatory Arthropods,total,Abundance,no individuals / plot,"","",Main_Plot,1825,0.06,0.98,0.273861278752583,1.47885090526395,30,30,Invertebrates,Invertebrate_Abundance,Native,,experiment_3094,57,Predatory Arthropods total Abundance,-0.853837555894764,0.0807292548456258
Huffman et al. 2009 Forest Ecology and Management_18,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1825,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Predatory Arthropods,total,Abundance,no individuals / plot,"","",Main_Plot,1825,0.06,0.98,0.273861278752583,1.47885090526395,30,30,Invertebrates,Invert_Predator_Abundance,Native,,experiment_3094,57,Predatory Arthropods total Abundance,-0.853837555894764,0.0807292548456258
Huffman et al. 2009 Forest Ecology and Management_19,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1095,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Omnivorous Arthropods,total,Abundance,no individuals / plot,"","",Main_Plot,1095,0,0.24,0,0.937443331620637,52,52,Invertebrates,Invertebrate_Abundance,Native,,experiment_3095,57,Omnivorous Arthropods total Abundance,-0.318234335674932,0.0398908402238596
Huffman et al. 2009 Forest Ecology and Management_2,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1460,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Total,total,Abundance,no individuals / plot,"","",Main_Plot,1460,1.87,15.76,2.9577018105279,16.2673599579034,30,30,Invertebrates,Invertebrate_Abundance,Native,,experiment_3091,57,Total total Abundance,-1.17261804720226,0.0912042592235481
Huffman et al. 2009 Forest Ecology and Management_20,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1460,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Omnivorous Arthropods,total,Abundance,no individuals / plot,"","",Main_Plot,1460,0.13,0.7,0.3286335345031,1.36930639376292,30,30,Invertebrates,Invertebrate_Abundance,Native,,experiment_3095,57,Omnivorous Arthropods total Abundance,-0.564998408867656,0.0739025052410268
Huffman et al. 2009 Forest Ecology and Management_21,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1825,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Omnivorous Arthropods,total,Abundance,no individuals / plot,"","",Main_Plot,1825,0.37,1.6,1.20498962651137,1.9718012070186,30,30,Invertebrates,Invertebrate_Abundance,Native,,experiment_3095,57,Omnivorous Arthropods total Abundance,-0.742964750005073,0.074714371632339
Huffman et al. 2009 Forest Ecology and Management_22,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1095,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Pollinators,total,Abundance,no individuals / plot,"","",Main_Plot,1095,0.06,0.06,0.216333076527839,0.216333076527839,52,52,Invertebrates,Invertebrate_Abundance,Native,,experiment_3096,57,Pollinators total Abundance,0,0.0392156862745098
Huffman et al. 2009 Forest Ecology and Management_22,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1095,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Pollinators,total,Abundance,no individuals / plot,"","",Main_Plot,1095,0.06,0.06,0.216333076527839,0.216333076527839,52,52,Invertebrates,Pollinator_Abundance,Native,,experiment_3096,57,Pollinators total Abundance,0,0.0392156862745098
Huffman et al. 2009 Forest Ecology and Management_23,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1460,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Pollinators,total,Abundance,no individuals / plot,"","",Main_Plot,1460,0.25,0.12,1.04067285925982,5.20336429629908,30,30,Invertebrates,Invertebrate_Abundance,Native,,experiment_3096,57,Pollinators total Abundance,0.0341960683301973,0.0689841875714616
Huffman et al. 2009 Forest Ecology and Management_23,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1460,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Pollinators,total,Abundance,no individuals / plot,"","",Main_Plot,1460,0.25,0.12,1.04067285925982,5.20336429629908,30,30,Invertebrates,Pollinator_Abundance,Native,,experiment_3096,57,Pollinators total Abundance,0.0341960683301973,0.0689841875714616
Huffman et al. 2009 Forest Ecology and Management_24,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1825,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Pollinators,total,Abundance,no individuals / plot,"","",Main_Plot,1825,0,0.01,0,0.383405790253616,30,30,Invertebrates,Invertebrate_Abundance,Native,,experiment_3096,57,Pollinators total Abundance,-0.0322370465923238,0.0689777012840972
Huffman et al. 2009 Forest Ecology and Management_24,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1825,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Pollinators,total,Abundance,no individuals / plot,"","",Main_Plot,1825,0,0.01,0,0.383405790253616,30,30,Invertebrates,Pollinator_Abundance,Native,,experiment_3096,57,Pollinators total Abundance,-0.0322370465923238,0.0689777012840972
Huffman et al. 2009 Forest Ecology and Management_25,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1095,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Parasitoids,total,Abundance,no individuals / plot,"","",Main_Plot,1095,0.02,0.05,0.14422205101856,0.216333076527839,52,52,Invertebrates,Invertebrate_Abundance,Native,,experiment_3097,57,Parasitoids total Abundance,-0.161975204455168,0.0393633187600217
Huffman et al. 2009 Forest Ecology and Management_25,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1095,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Parasitoids,total,Abundance,no individuals / plot,"","",Main_Plot,1095,0.02,0.05,0.14422205101856,0.216333076527839,52,52,Invertebrates,Invert_Predator_Abundance,Native,,experiment_3097,57,Parasitoids total Abundance,-0.161975204455168,0.0393633187600217
Huffman et al. 2009 Forest Ecology and Management_26,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1460,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Parasitoids,total,Abundance,no individuals / plot,"","",Main_Plot,1460,0,0.66,0,1.3145341380124,30,30,Invertebrates,Invertebrate_Abundance,Native,,experiment_3097,57,Parasitoids total Abundance,-0.620563146902233,0.0734804665710237
Huffman et al. 2009 Forest Ecology and Management_26,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1460,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Parasitoids,total,Abundance,no individuals / plot,"","",Main_Plot,1460,0,0.66,0,1.3145341380124,30,30,Invertebrates,Invert_Predator_Abundance,Native,,experiment_3097,57,Parasitoids total Abundance,-0.620563146902233,0.0734804665710237
Huffman et al. 2009 Forest Ecology and Management_27,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1825,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Parasitoids,total,Abundance,no individuals / plot,"","",Main_Plot,1825,0,0.2,0,0.438178046004133,30,30,Invertebrates,Invertebrate_Abundance,Native,,experiment_3097,57,Parasitoids total Abundance,-0.564148315365667,0.0726968803237301
Huffman et al. 2009 Forest Ecology and Management_27,,Huffman et al. 2009 Forest Ecology and Management,Effects of vertebrate herbivores and shrub characteristics on arthropod assemblages in a northern Arizona forest ecosystem,Web of Science Feb 2021,North_America,no,inside vs outside exclosure,35.272996,-111.817564,"Fort Valley Experimental Forest, Arizona",Cervus canadensis; Odocoileus hemionus,Native,1825,cumulative,Table 2,,Aboveground,Living,ABUNDANCE,"",Parasitoids,total,Abundance,no individuals / plot,"","",Main_Plot,1825,0,0.2,0,0.438178046004133,30,30,Invertebrates,Invert_Predator_Abundance,Native,,experiment_3097,57,Parasitoids total Abundance,-0.564148315365667,0.0726968803237301
